season,game_id,game_date,game_url
2023,2023-03-14-18-texas-am-corpus-christi,2023-03-14,https://www.sports-reference.com/cbb/boxscores/2023-03-14-18-texas-am-corpus-christi.html
2023,2023-03-14-21-mississippi-state,2023-03-14,https://www.sports-reference.com/cbb/boxscores/2023-03-14-21-mississippi-state.html
2023,2023-03-15-18-texas-southern,2023-03-15,https://www.sports-reference.com/cbb/boxscores/2023-03-15-18-texas-southern.html
2023,2023-03-15-21-arizona-state,2023-03-15,https://www.sports-reference.com/cbb/boxscores/2023-03-15-21-arizona-state.html
2023,2023-03-16-12-maryland,2023-03-16,https://www.sports-reference.com/cbb/boxscores/2023-03-16-12-maryland.html
2023,2023-03-16-12-virginia,2023-03-16,https://www.sports-reference.com/cbb/boxscores/2023-03-16-12-virginia.html
2023,2023-03-16-13-missouri,2023-03-16,https://www.sports-reference.com/cbb/boxscores/2023-03-16-13-missouri.html
2023,2023-03-16-14-alabama,2023-03-16,https://www.sports-reference.com/cbb/boxscores/2023-03-16-14-alabama.html
2023,2023-03-16-14-kansas,2023-03-16,https://www.sports-reference.com/cbb/boxscores/2023-03-16-14-kansas.html
2023,2023-03-16-15-san-diego-state,2023-03-16,https://www.sports-reference.com/cbb/boxscores/2023-03-16-15-san-diego-state.html
2023,2023-03-16-16-arizona,2023-03-16,https://www.sports-reference.com/cbb/boxscores/2023-03-16-16-arizona.html
2023,2023-03-16-16-arkansas,2023-03-16,https://www.sports-reference.com/cbb/boxscores/2023-03-16-16-arkansas.html
2023,2023-03-16-18-iowa,2023-03-16,https://www.sports-reference.com/cbb/boxscores/2023-03-16-18-iowa.html
2023,2023-03-16-19-duke,2023-03-16,https://www.sports-reference.com/cbb/boxscores/2023-03-16-19-duke.html
2023,2023-03-16-19-northwestern,2023-03-16,https://www.sports-reference.com/cbb/boxscores/2023-03-16-19-northwestern.html
2023,2023-03-16-19-texas,2023-03-16,https://www.sports-reference.com/cbb/boxscores/2023-03-16-19-texas.html
2023,2023-03-16-21-houston,2023-03-16,https://www.sports-reference.com/cbb/boxscores/2023-03-16-21-houston.html
2023,2023-03-16-21-tennessee,2023-03-16,https://www.sports-reference.com/cbb/boxscores/2023-03-16-21-tennessee.html
2023,2023-03-16-21-texas-am,2023-03-16,https://www.sports-reference.com/cbb/boxscores/2023-03-16-21-texas-am.html
2023,2023-03-16-22-ucla,2023-03-16,https://www.sports-reference.com/cbb/boxscores/2023-03-16-22-ucla.html
2023,2023-03-17-12-michigan-state,2023-03-17,https://www.sports-reference.com/cbb/boxscores/2023-03-17-12-michigan-state.html
2023,2023-03-17-12-xavier,2023-03-17,https://www.sports-reference.com/cbb/boxscores/2023-03-17-12-xavier.html
2023,2023-03-17-13-baylor,2023-03-17,https://www.sports-reference.com/cbb/boxscores/2023-03-17-13-baylor.html
2023,2023-03-17-14-marquette,2023-03-17,https://www.sports-reference.com/cbb/boxscores/2023-03-17-14-marquette.html
2023,2023-03-17-14-saint-marys-ca,2023-03-17,https://www.sports-reference.com/cbb/boxscores/2023-03-17-14-saint-marys-ca.html
2023,2023-03-17-15-iowa-state,2023-03-17,https://www.sports-reference.com/cbb/boxscores/2023-03-17-15-iowa-state.html
2023,2023-03-17-16-connecticut,2023-03-17,https://www.sports-reference.com/cbb/boxscores/2023-03-17-16-connecticut.html
2023,2023-03-17-16-creighton,2023-03-17,https://www.sports-reference.com/cbb/boxscores/2023-03-17-16-creighton.html
2023,2023-03-17-18-purdue,2023-03-17,https://www.sports-reference.com/cbb/boxscores/2023-03-17-18-purdue.html
2023,2023-03-17-19-gonzaga,2023-03-17,https://www.sports-reference.com/cbb/boxscores/2023-03-17-19-gonzaga.html
2023,2023-03-17-19-kentucky,2023-03-17,https://www.sports-reference.com/cbb/boxscores/2023-03-17-19-kentucky.html
2023,2023-03-17-19-miami-fl,2023-03-17,https://www.sports-reference.com/cbb/boxscores/2023-03-17-19-miami-fl.html
2023,2023-03-17-21-indiana,2023-03-17,https://www.sports-reference.com/cbb/boxscores/2023-03-17-21-indiana.html
2023,2023-03-17-21-kansas-state,2023-03-17,https://www.sports-reference.com/cbb/boxscores/2023-03-17-21-kansas-state.html
2023,2023-03-17-21-memphis,2023-03-17,https://www.sports-reference.com/cbb/boxscores/2023-03-17-21-memphis.html
2023,2023-03-17-22-texas-christian,2023-03-17,https://www.sports-reference.com/cbb/boxscores/2023-03-17-22-texas-christian.html
2023,2023-03-18-12-san-diego-state,2023-03-18,https://www.sports-reference.com/cbb/boxscores/2023-03-18-12-san-diego-state.html
2023,2023-03-18-14-tennessee,2023-03-18,https://www.sports-reference.com/cbb/boxscores/2023-03-18-14-tennessee.html
2023,2023-03-18-17-kansas,2023-03-18,https://www.sports-reference.com/cbb/boxscores/2023-03-18-17-kansas.html
2023,2023-03-18-18-missouri,2023-03-18,https://www.sports-reference.com/cbb/boxscores/2023-03-18-18-missouri.html
2023,2023-03-18-19-houston,2023-03-18,https://www.sports-reference.com/cbb/boxscores/2023-03-18-19-houston.html
2023,2023-03-18-19-texas,2023-03-18,https://www.sports-reference.com/cbb/boxscores/2023-03-18-19-texas.html
2023,2023-03-18-20-ucla,2023-03-18,https://www.sports-reference.com/cbb/boxscores/2023-03-18-20-ucla.html
2023,2023-03-18-21-alabama,2023-03-18,https://www.sports-reference.com/cbb/boxscores/2023-03-18-21-alabama.html
2023,2023-03-19-12-xavier,2023-03-19,https://www.sports-reference.com/cbb/boxscores/2023-03-19-12-xavier.html
2023,2023-03-19-14-kansas-state,2023-03-19,https://www.sports-reference.com/cbb/boxscores/2023-03-19-14-kansas-state.html
2023,2023-03-19-17-marquette,2023-03-19,https://www.sports-reference.com/cbb/boxscores/2023-03-19-17-marquette.html
2023,2023-03-19-18-connecticut,2023-03-19,https://www.sports-reference.com/cbb/boxscores/2023-03-19-18-connecticut.html
2023,2023-03-19-19-baylor,2023-03-19,https://www.sports-reference.com/cbb/boxscores/2023-03-19-19-baylor.html
2023,2023-03-19-19-florida-atlantic,2023-03-19,https://www.sports-reference.com/cbb/boxscores/2023-03-19-19-florida-atlantic.html
2023,2023-03-19-20-indiana,2023-03-19,https://www.sports-reference.com/cbb/boxscores/2023-03-19-20-indiana.html
2023,2023-03-19-21-gonzaga,2023-03-19,https://www.sports-reference.com/cbb/boxscores/2023-03-19-21-gonzaga.html
2023,2023-03-23-18-kansas-state,2023-03-23,https://www.sports-reference.com/cbb/boxscores/2023-03-23-18-kansas-state.html
2023,2023-03-23-19-connecticut,2023-03-23,https://www.sports-reference.com/cbb/boxscores/2023-03-23-19-connecticut.html
2023,2023-03-23-21-tennessee,2023-03-23,https://www.sports-reference.com/cbb/boxscores/2023-03-23-21-tennessee.html
2023,2023-03-23-21-ucla,2023-03-23,https://www.sports-reference.com/cbb/boxscores/2023-03-23-21-ucla.html
2023,2023-03-24-00-alabama,2023-03-24,https://www.sports-reference.com/cbb/boxscores/2023-03-24-00-alabama.html
2023,2023-03-24-19-houston,2023-03-24,https://www.sports-reference.com/cbb/boxscores/2023-03-24-19-houston.html
2023,2023-03-24-21-creighton,2023-03-24,https://www.sports-reference.com/cbb/boxscores/2023-03-24-21-creighton.html
2023,2023-03-24-21-texas,2023-03-24,https://www.sports-reference.com/cbb/boxscores/2023-03-24-21-texas.html
2023,2023-03-25-18-kansas-state,2023-03-25,https://www.sports-reference.com/cbb/boxscores/2023-03-25-18-kansas-state.html
2023,2023-03-25-20-gonzaga,2023-03-25,https://www.sports-reference.com/cbb/boxscores/2023-03-25-20-gonzaga.html
2023,2023-03-26-14-san-diego-state,2023-03-26,https://www.sports-reference.com/cbb/boxscores/2023-03-26-14-san-diego-state.html
2023,2023-03-26-17-texas,2023-03-26,https://www.sports-reference.com/cbb/boxscores/2023-03-26-17-texas.html
2023,2023-04-01-19-san-diego-state,2023-04-01,https://www.sports-reference.com/cbb/boxscores/2023-04-01-19-san-diego-state.html
2023,2023-04-01-21-connecticut,2023-04-01,https://www.sports-reference.com/cbb/boxscores/2023-04-01-21-connecticut.html
2023,2023-04-03-21-connecticut,2023-04-03,https://www.sports-reference.com/cbb/boxscores/2023-04-03-21-connecticut.html
